Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,mbti_type,text_sample
3,4,4,5,1,1,1,1,1,3,1,4,5,3,5,ESFJ,I like organising group activities and ensuring that everyone feels included and valued.
2,1,3,1,2,2,1,1,4,5,5,3,5,5,4,ISTJ,I am thorough and detail oriented and I rarely make mistakes when I follow a structured process.
3,3,1,4,5,5,5,4,2,5,4,5,2,5,5,ENTJ,I enjoy strategic planning and find satisfaction in turning ambitious visions into reality.
4,4,3,3,4,5,2,2,2,2,2,4,5,5,5,ENFJ,I am passionate about inspiring others mentoring teams and facilitating group growth.
3,2,2,2,5,5,5,3,4,3,5,4,3,4,3,INTJ,I prefer working independently on complex strategic problems and long term planning.
4,4,5,5,3,5,3,3,3,5,4,2,2,2,2,ENTP,I am energised by intellectual debate and enjoy challenging assumptions with counterarguments.
4,4,5,4,3,1,3,1,4,5,4,3,3,2,3,ESTP,I am observant and resourceful and I find practical solutions to problems on the spot.
2,1,3,1,4,2,3,5,3,3,5,1,4,2,1,INTP,I am fascinated by theories and enjoy spending hours thinking through complex problems alone.
4,3,1,1,3,2,3,3,1,2,1,4,4,4,3,ISFJ,I enjoy organising and maintaining systems that help others function smoothly.
1,4,3,3,5,5,3,4,3,3,5,3,1,2,1,INTP,I find routine boring and prefer exploring new concepts and unconventional approaches.
1,3,2,2,1,1,1,2,4,1,2,5,3,4,5,ISFJ,I prefer stable predictable environments where I can focus on helping those around me.
2,1,3,1,5,3,5,4,2,2,2,2,3,2,3,INFP,I am sensitive to the emotions of others and try to create harmony in my relationships.
5,5,5,3,4,5,5,3,5,5,5,4,5,5,4,ENTJ,I am direct and assertive and I prefer to make decisions quickly based on logic and data.
4,4,4,4,2,1,2,2,4,4,4,4,4,5,4,ESTJ,I prefer clear hierarchies and well defined roles and I hold myself and others accountable.
2,1,1,4,5,1,4,5,2,2,1,2,1,1,1,INFP,I enjoy writing art and exploring emotions through creative and imaginative projects.
2,4,4,4,4,5,4,2,2,2,2,5,5,5,5,ENFJ,I enjoy teaching coaching and helping communities achieve shared meaningful goals.
3,1,2,1,3,2,2,2,3,2,1,2,3,1,3,ISFP,I enjoy spending time in nature and find inspiration in the beauty of everyday experiences.
4,4,4,1,3,1,3,2,3,3,3,1,2,2,2,ESTP,I am bold and energetic and I enjoy jumping into action without overthinking.
1,2,3,3,5,4,4,3,3,5,4,3,3,3,4,INTJ,I like analysing data and building efficient solutions to difficult problems.
5,4,5,4,1,2,2,1,2,3,2,3,5,5,4,ESFJ,I like working with people creating welcoming environments and fulfilling social duties.
3,4,1,2,3,1,3,3,5,4,4,4,5,4,4,ISTJ,I enjoy maintaining order and ensuring that processes run smoothly and efficiently.
3,3,1,2,2,1,1,1,4,3,3,4,4,4,3,ISTJ,I prefer predictable routines and feel most productive when I have a clear plan to follow.
5,4,4,5,1,3,2,2,1,1,1,2,3,1,1,ESFP,I am adaptable and spontaneous and I prefer variety and excitement over routine.
5,3,5,5,1,2,2,2,5,4,4,2,3,2,2,ESTP,I prefer hands on experience over theory and I learn best by doing.
2,1,3,1,1,2,2,1,2,5,5,4,3,2,1,ISTP,I prefer working independently with flexible spontaneous approach to challenges.
4,4,2,2,1,2,3,3,5,5,5,4,4,4,5,ESTJ,I enjoy leading projects coordinating logistics and maintaining productive structured teams.
3,4,5,5,2,1,3,2,5,5,5,4,4,5,5,ESTJ,I prefer clear hierarchies and well defined roles and I hold myself and others accountable.
5,5,3,3,4,1,2,2,5,4,2,2,3,1,3,ESTP,I am bold and energetic and I enjoy jumping into action without overthinking.
3,1,1,2,4,4,5,4,4,5,4,5,3,5,5,INTJ,I prefer working independently on complex strategic problems and long term planning.
2,2,1,1,5,5,4,3,1,2,1,2,4,2,1,INFP,I prefer working on projects that feel personally meaningful rather than purely practical.
1,2,2,1,3,4,3,2,5,5,5,1,2,1,2,INTP,I prefer to understand the why behind everything rather than just following instructions.
4,5,4,4,1,2,3,1,1,1,1,1,3,1,2,ESFP,I am adaptable and spontaneous and I prefer variety and excitement over routine.
2,2,2,2,5,5,4,3,4,3,5,4,4,4,5,INTJ,I enjoy setting ambitious goals and working methodically toward them without distraction.
3,1,2,2,3,5,5,4,5,4,4,2,1,2,2,INTP,I prefer to understand the why behind everything rather than just following instructions.
4,1,3,2,1,1,1,1,1,3,1,5,3,5,3,ISFJ,I enjoy providing care nurturing environments and maintaining harmony in teams.
2,1,3,2,5,5,5,4,2,1,1,5,4,3,5,INFJ,I am driven by a sense of purpose and want my work to contribute to something meaningful.
5,5,3,5,4,3,1,4,2,2,2,1,2,2,3,ENFP,I am curious and open minded and I love learning about new ideas and meeting new people.
2,1,2,3,1,4,3,3,5,3,5,4,2,4,3,ISTJ,I take my commitments seriously and always follow through on what I promise.
1,2,1,1,2,3,2,2,5,5,4,5,4,5,5,ISTJ,I value responsibility consistency and working systematically through detailed tasks.
2,2,2,1,2,3,2,1,2,2,1,4,5,5,5,ISFJ,I enjoy organising and maintaining systems that help others function smoothly.
2,1,3,1,5,5,4,5,3,1,2,3,1,1,3,INFP,I like exploring philosophical questions about identity meaning and human connection.
1,2,2,2,4,4,5,4,4,2,4,1,1,2,2,INTP,I love exploring abstract ideas and questioning assumptions about how things work.
1,1,1,1,2,4,1,3,1,1,2,3,2,2,3,ISFP,I am gentle and easy going and I prefer to avoid conflict and keep things harmonious.
5,2,5,3,2,3,4,2,2,3,5,2,1,3,1,ESTP,I thrive in fast paced environments and excel at quick pragmatic problem solving.
4,5,3,1,4,1,1,1,1,1,3,3,1,1,2,ESFP,I enjoy performing collaborating in lively teams and bringing fun to every situation.
4,5,4,5,3,4,5,4,3,5,4,5,3,4,4,ENTJ,I thrive in competitive environments and enjoy the challenge of leading large scale initiatives.
3,4,5,4,5,5,3,4,5,5,5,2,1,1,2,ENTP,I am adaptable and thrive in fast changing environments where I can experiment freely.
5,4,4,5,4,5,5,3,1,4,3,3,4,3,2,ENFJ,I enjoy teaching coaching and helping communities achieve shared meaningful goals.
2,3,2,2,3,2,3,3,4,5,5,5,5,4,4,ISTJ,I prefer predictable routines and feel most productive when I have a clear plan to follow.
4,2,4,3,4,3,5,5,3,4,5,5,5,4,2,ENTJ,I enjoy managing complex projects making decisive choices and inspiring leadership.
1,1,2,3,4,1,4,5,3,4,4,5,4,3,5,INTJ,I like analysing data and building efficient solutions to difficult problems.
1,1,1,1,4,3,2,4,4,4,4,1,4,2,3,INTP,I am fascinated by theories and enjoy spending hours thinking through complex problems alone.
5,4,3,3,4,4,3,5,3,3,3,2,4,1,3,ENFP,I like brainstorming campaigns advocacy and energising teams with optimistic vision.
4,3,5,4,2,2,1,2,5,3,4,5,5,4,4,ESTJ,I like setting clear expectations and following through with consistent disciplined execution.
5,5,5,4,1,1,2,3,3,4,3,5,5,3,1,ESTJ,I like establishing clear processes enforcing standards and delivering reliable results.
2,3,3,3,1,2,1,1,1,1,3,3,1,3,2,ISFP,I am observant and sensitive and I notice small details that others often overlook.
3,4,5,4,3,1,3,1,3,5,5,4,5,4,4,ESTJ,I am organised decisive and excellent at managing teams to meet operational goals.
3,4,5,4,5,4,3,5,1,1,2,1,2,2,3,ENFP,I am curious and open minded and I love learning about new ideas and meeting new people.
4,4,5,5,1,2,2,1,2,1,1,5,4,3,5,ESFJ,I care about community harmony and enjoy organising social events and supporting others.
3,4,5,4,3,2,1,3,1,3,2,2,2,2,1,ESFP,I am outgoing and playful and I love being the centre of attention in social settings.
5,4,4,5,4,3,5,2,4,4,3,1,2,3,1,ENTP,I enjoy working with others to brainstorm and prototype new concepts quickly.
5,5,3,4,1,2,1,4,5,4,3,1,2,4,1,ESTP,I am bold and energetic and I enjoy jumping into action without overthinking.
5,4,5,4,3,2,3,2,5,4,4,1,1,2,3,ESTP,I am bold and energetic and I enjoy jumping into action without overthinking.
3,1,1,2,5,3,4,3,3,2,3,5,3,3,4,INFJ,I often sense what others are feeling before they say it and try to support them quietly.
5,3,3,3,2,1,1,2,5,4,5,3,1,1,1,ESTP,I prefer hands on experience over theory and I learn best by doing.
5,5,4,3,2,4,5,5,4,5,5,5,5,5,4,ENTJ,I enjoy managing complex projects making decisive choices and inspiring leadership.
3,4,1,3,3,3,3,1,3,4,4,1,1,1,1,ISTP,I like to observe situations carefully before acting and prefer practical solutions over theory.
1,3,2,1,3,1,3,4,1,1,3,5,3,5,5,INFJ,I often sense what others are feeling before they say it and try to support them quietly.
5,5,4,5,3,1,3,4,3,2,5,2,3,2,4,ESTJ,I enjoy managing operations and ensuring that systems and processes run smoothly.
4,3,3,4,5,4,5,5,1,1,1,2,1,1,2,ENFP,I am energised by social interaction and love inspiring others with my ideas and energy.
4,1,1,1,5,4,3,5,4,3,3,5,5,4,4,INTJ,I am drawn to long range strategy and enjoy working alone on intellectually demanding tasks.
5,5,5,3,1,2,3,1,4,4,3,3,2,2,1,ESTP,I like working in dynamic environments where I can respond quickly to changing situations.
1,1,1,2,4,2,1,3,1,1,1,3,1,3,4,ISFP,I like creative hands on activities and expressing my feelings through visual art.
4,4,4,3,3,5,3,3,1,1,1,4,4,2,5,ENFJ,I find deep satisfaction in seeing others grow and succeed because of my support.
1,2,2,1,1,1,1,3,5,4,4,3,5,3,5,ISTJ,I like working with facts and data and prefer proven methods over experimental approaches.
5,2,4,5,3,3,3,2,1,3,1,3,5,5,5,ESFJ,I find satisfaction in maintaining harmony and helping groups work together effectively.
5,5,5,3,2,3,3,1,2,3,2,2,4,1,1,ESFP,I am outgoing and playful and I love being the centre of attention in social settings.
4,4,3,4,3,1,1,3,5,5,5,1,1,1,2,ESTP,I enjoy action oriented challenges negotiation and persuading others with direct energy.
1,3,1,2,5,3,1,4,5,5,3,5,4,4,5,INTJ,I prefer working independently on complex strategic problems and long term planning.
3,5,4,4,1,1,2,2,4,5,5,2,4,3,4,ESTJ,I like establishing clear processes enforcing standards and delivering reliable results.
5,4,5,4,4,3,5,5,1,3,3,5,3,2,1,ENFP,I enjoy working on creative projects that allow me to express my imagination and enthusiasm.
3,5,4,4,3,2,1,3,5,2,5,1,1,2,3,ESTP,I like taking risks adapting quickly and solving immediate real world problems.
1,1,3,1,2,1,3,2,4,5,4,3,4,2,3,ISTJ,I enjoy maintaining order and ensuring that processes run smoothly and efficiently.
2,1,2,1,1,1,2,4,2,2,2,2,2,2,1,ISFP,I am gentle and easy going and I prefer to avoid conflict and keep things harmonious.
1,1,1,1,1,1,3,1,1,2,3,5,5,3,4,ISFJ,I am attentive to the needs of others and enjoy making people feel comfortable and cared for.
2,1,1,1,3,2,5,4,4,1,3,5,5,4,4,INFJ,I enjoy writing and reflecting on ideas that connect personal values to broader human themes.
5,1,5,5,1,1,3,3,1,1,2,3,3,4,5,ESFJ,I like working with people creating welcoming environments and fulfilling social duties.
1,2,1,1,5,2,3,5,4,3,5,2,1,2,1,INTP,I like to analyse systems and find innovative conceptual solutions.
4,2,3,3,5,4,3,5,1,2,3,1,3,2,2,ENFP,I enjoy working on creative projects that allow me to express my imagination and enthusiasm.
5,4,4,5,3,1,3,1,1,1,3,3,2,2,1,ESFP,I like people centred work that lets me express enthusiasm and bring joy to others.
1,1,2,1,2,3,2,2,4,5,3,1,4,3,1,ISTP,I prefer working independently with flexible spontaneous approach to challenges.
4,4,3,5,5,5,4,3,4,5,3,2,1,5,2,ENTP,I like exploring unconventional ideas and finding creative ways to solve complex problems.
1,3,3,3,2,2,2,1,3,4,4,5,4,3,3,ISTJ,I am thorough and detail oriented and I rarely make mistakes when I follow a structured process.
4,5,4,3,2,3,1,4,2,1,4,1,2,3,2,ESFP,I like people centred work that lets me express enthusiasm and bring joy to others.
5,5,4,5,3,5,5,5,4,5,5,3,2,1,2,ENTP,I am energised by intellectual debate and enjoy challenging assumptions with counterarguments.
5,5,4,5,4,4,4,2,5,3,5,2,3,3,1,ENTP,I enjoy brainstorming creative solutions and arguing multiple perspectives on problems.
1,3,2,3,4,2,5,4,4,5,5,4,2,1,2,INTP,I love exploring abstract ideas and questioning assumptions about how things work.
1,1,3,2,1,2,2,1,1,2,2,4,4,3,5,ISFJ,I take pride in being dependable and always showing up for the people who count on me.
2,3,1,2,4,5,4,5,5,3,4,1,3,4,1,INTP,I enjoy logic puzzles theoretical debates and understanding underlying principles.
2,2,2,1,1,2,2,3,5,4,5,2,1,2,2,ISTP,I prefer working independently with flexible spontaneous approach to challenges.
3,5,3,4,1,2,2,1,1,3,1,3,3,2,4,ESFJ,I prefer structured environments where I can contribute to the wellbeing of a community.
5,2,4,5,4,5,4,5,3,5,4,5,5,5,3,ENTJ,I excel at leading teams setting ambitious goals and driving strategic execution.
1,1,2,4,3,5,2,1,5,1,1,5,5,5,5,ISFJ,I take pride in being dependable and always showing up for the people who count on me.
4,4,2,3,5,3,3,3,5,5,5,1,3,1,1,ENTP,I am adaptable and thrive in fast changing environments where I can experiment freely.
3,3,1,1,1,1,2,2,3,1,1,4,4,4,5,ISFJ,I am patient and thorough and I like to make sure everyone feels included and supported.
1,2,3,1,2,2,2,5,2,3,3,1,4,2,2,INFP,I am sensitive to the emotions of others and try to create harmony in my relationships.
1,2,2,2,2,2,3,3,1,1,2,1,3,3,3,ISFP,I am gentle and easy going and I prefer to avoid conflict and keep things harmonious.
1,2,1,2,4,5,5,4,4,4,4,4,3,3,5,INTJ,I like to understand the underlying logic of systems and improve them through careful analysis.
3,5,5,3,1,1,1,2,5,5,4,5,2,4,3,ESTJ,I like setting clear expectations and following through with consistent disciplined execution.
5,4,3,2,1,2,2,1,4,4,5,5,4,3,5,ESTJ,I am direct and confident and I prefer straightforward communication over ambiguity.
1,2,1,1,1,2,2,2,1,1,1,5,5,2,5,ISFJ,I enjoy providing care nurturing environments and maintaining harmony in teams.
1,4,1,2,2,2,2,1,5,3,4,3,5,3,5,ISTJ,I am thorough and detail oriented and I rarely make mistakes when I follow a structured process.
2,1,4,2,4,1,1,2,1,4,2,3,4,2,3,ISFJ,I am attentive to the needs of others and enjoy making people feel comfortable and cared for.
3,4,5,3,1,2,3,3,2,1,1,1,1,2,5,ESFP,I like working with people and find satisfaction in making others laugh and feel good.
1,2,2,2,5,5,3,5,5,3,5,1,4,1,3,INTP,I enjoy logic puzzles theoretical debates and understanding underlying principles.
1,2,2,3,1,4,1,1,4,3,2,5,5,5,3,ISTJ,I am reliable organised and prefer clear procedures and structured environments.
1,3,2,1,1,4,2,2,5,5,5,4,5,5,4,ISTJ,I prefer predictable routines and feel most productive when I have a clear plan to follow.
5,4,5,3,3,3,5,4,4,4,5,3,4,5,5,ENTJ,I thrive in competitive environments and enjoy the challenge of leading large scale initiatives.
4,3,4,3,3,1,1,3,4,2,5,2,1,3,1,ISTP,I enjoy working with my hands and find satisfaction in fixing or building physical things.
3,5,3,4,5,3,3,4,4,3,5,2,2,3,2,ENTP,I like entrepreneurial ventures innovation and rapidly generating novel concepts.
4,5,2,5,1,2,1,2,2,2,2,2,3,2,2,ESFP,I thrive in lively social environments and enjoy collaborating with enthusiastic teams.
3,3,1,2,2,3,2,1,2,2,2,4,3,4,5,ISFJ,I like routine and dependable work that allows me to support and protect others.
4,4,3,5,1,2,2,1,4,4,4,3,4,3,4,ESTJ,I prefer clear hierarchies and well defined roles and I hold myself and others accountable.
5,3,3,3,4,2,2,2,1,3,1,5,5,2,5,ESFJ,I enjoy caring professions where I can support and nurture others in practical ways.
1,1,3,1,4,4,4,4,4,3,5,1,3,2,1,INTP,I am fascinated by theories and enjoy spending hours thinking through complex problems alone.
3,2,2,2,5,5,5,4,3,2,5,2,3,3,1,INFP,I value creativity self expression and authentic connections with people around me.
3,3,3,3,4,4,3,2,3,3,1,1,2,2,4,INFP,I like exploring philosophical questions about identity meaning and human connection.
4,4,4,3,4,5,5,5,2,1,1,1,2,1,2,ENFP,I am curious and open minded and I love learning about new ideas and meeting new people.
5,2,3,4,2,3,5,3,1,2,2,4,5,5,3,ENFJ,I am energised by connecting with people and helping them reach their full potential.
5,5,3,4,3,1,2,3,4,5,4,5,4,3,4,ESTJ,I enjoy leading projects coordinating logistics and maintaining productive structured teams.
2,2,5,5,1,2,3,1,2,3,2,3,3,5,4,ESFJ,I care about community harmony and enjoy organising social events and supporting others.
1,5,3,3,2,1,3,4,1,1,2,3,1,1,1,ISFP,I am gentle and easy going and I prefer to avoid conflict and keep things harmonious.
4,1,1,1,1,2,1,2,1,3,2,1,2,5,2,ISFP,I value kindness beauty and helping others in quiet behind the scenes ways.
4,5,5,5,5,3,2,4,2,1,1,5,5,4,4,ENFJ,I love building relationships supporting personal development and leading collaboratively.
2,2,1,2,4,3,4,3,5,5,3,4,2,1,3,INTP,I am fascinated by theories and enjoy spending hours thinking through complex problems alone.
5,4,5,4,5,4,4,5,4,3,4,1,1,1,2,ENTP,I enjoy working with others to brainstorm and prototype new concepts quickly.
5,4,5,4,4,4,4,5,4,5,5,3,2,5,3,ENTJ,I excel at leading teams setting ambitious goals and driving strategic execution.
2,2,2,1,1,3,4,5,5,2,5,5,4,5,5,ISTJ,I prefer predictable routines and feel most productive when I have a clear plan to follow.
3,4,4,5,4,2,2,2,1,1,3,1,4,2,1,ESFP,I like working with people and find satisfaction in making others laugh and feel good.
2,3,1,3,4,3,4,3,5,2,5,1,3,2,2,INTP,I like to analyse systems and find innovative conceptual solutions.
3,5,5,4,5,5,4,3,4,4,3,2,1,2,1,ENTP,I am adaptable and thrive in fast changing environments where I can experiment freely.
4,4,4,4,4,5,5,3,2,1,5,1,1,1,3,ENFP,I like exploring many different possibilities and I often pursue multiple interests at once.
2,1,3,1,1,2,2,4,3,2,1,1,2,4,3,ISFP,I value kindness beauty and helping others in quiet behind the scenes ways.
4,3,4,4,5,3,5,3,3,5,4,1,1,2,3,ENTP,I love debating new ideas challenging conventional thinking and exploring possibilities.
5,4,1,5,3,1,4,1,5,5,4,4,5,5,5,ESTJ,I am practical and results oriented and I like to get things done efficiently and on time.
